;;;Device;Place;BannerType;QueryType (search only);TargetingType;Shows;Clicks;Cost;Conversions
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;30908;1308;63163,96083;21
Îìåãà;;;Desktop;Search;text;Other;Phrase;48732;4116;205641,0866;68
Îìåãà;;;Mobile;Networks;text;none;Phrase;0;0;0;1
Îìåãà;;;Mobile;Search;text;Brand;Phrase;8754;4735;58211,08386;76
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;38733;1340;52941,09348;11
Îìåãà;;;Mobile;Search;text;Other;Phrase;47230;2987;102390,7109;13
Îìåãà;;;Desktop;Networks;text;none;Phrase;41589727;20537;457036,8219;103
Îìåãà;;;Desktop;Networks;text;none;Retargeting;415551;256;5708,07089;3
Îìåãà;;;Desktop;Search;text;Brand;Phrase;58208;27941;493718,1319;704
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;109455;9132;371150,8225;85
Îìåãà;;;Desktop;Search;text;Other;Phrase;245860;29149;1405136,426;297
Îìåãà;;;Mobile;Networks;text;none;Phrase;13427635;63708;741058,5734;113
Îìåãà;;;Mobile;Networks;text;none;Retargeting;350029;2025;24605,12293;3
Îìåãà;;;Mobile;Search;text;Brand;Phrase;76260;36309;442519,4094;514
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;186782;17331;537885,996;90
Îìåãà;;;Mobile;Search;text;Other;Phrase;304192;36355;1607763,574;216
Îìåãà;;;Desktop;Networks;text;none;Phrase;657321;1009;32398,30134;12
Îìåãà;;;Desktop;Networks;text;none;Retargeting;0;0;0;0
Îìåãà;;;Desktop;Search;text;Brand;Phrase;9222;4915;95321,02614;254
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;129193;11769;573667,1552;284
Îìåãà;;;Desktop;Search;text;Other;Phrase;96462;13800;671824,1538;349
Îìåãà;;;Mobile;Networks;text;none;Phrase;214289;1960;38413,94148;11
Îìåãà;;;Mobile;Search;text;Brand;Phrase;12574;5809;86991,74769;250
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;189818;19743;982444,3177;377
Îìåãà;;;Mobile;Search;text;Other;Phrase;124783;15405;712216,4273;341
Îìåãà;;;Desktop;Search;text;Brand;Phrase;3472;2210;71416,99925;302
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;12798;558;39794,33293;20
Îìåãà;;;Desktop;Search;text;Other;Phrase;40265;3568;271521,9118;224
Îìåãà;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Îìåãà;;;Mobile;Search;text;Brand;Phrase;3849;2140;50393,54263;201
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;13530;469;25859,37595;24
Îìåãà;;;Mobile;Search;text;Other;Phrase;44393;2464;161040,0105;128
Îìåãà;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Îìåãà;;;Desktop;Networks;text;none;Retargeting;0;0;0;0
Îìåãà;;;Desktop;Search;text;Brand;Phrase;413687;136671;1329181,709;35215
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;14111;785;42609,90946;80
Îìåãà;;;Desktop;Search;text;Other;Phrase;167798;20122;798408,8852;1798
Îìåãà;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Îìåãà;;;Mobile;Search;text;Brand;Phrase;471919;112115;564820,3828;10722
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;19043;976;34009,13428;46
Îìåãà;;;Mobile;Search;text;Other;Phrase;217642;21300;497942,3659;561
Îìåãà;;;Desktop;Search;text;Brand;Phrase;1106;406;41325,24986;0
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;3503;264;18335,82262;0
Îìåãà;;;Desktop;Search;text;Other;Phrase;11026;1075;90125,35764;0
Îìåãà;;;Mobile;Search;text;Brand;Phrase;670;310;21174,54135;0
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;3677;202;15415,96584;0
Îìåãà;;;Mobile;Search;text;Other;Phrase;9083;1005;87002,97386;0
Îìåãà;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Îìåãà;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Îìåãà;;;Desktop;Networks;image_ad;none;Phrase;1874;2;45,87589831;0
Îìåãà;;;Mobile;Networks;image_ad;none;Phrase;813;9;54,43550847;0
Îìåãà;;;Desktop;Search;mcbanner;Other;Phrase;0;0;0;0
Îìåãà;;;Desktop;Search;text;Brand;Phrase;7139;4064;179537,6763;149
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;32916;1496;81021,69773;22
Îìåãà;;;Desktop;Search;text;Other;Phrase;57178;4817;267019,0323;69
Îìåãà;;;Mobile;Search;text;Brand;Phrase;9338;4947;76462,70881;59
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;41537;1522;73307,04753;7
Îìåãà;;;Mobile;Search;text;Other;Phrase;46302;2665;106777,628;15
Îìåãà;;;Desktop;Networks;text;none;Phrase;46092455;27132;390079,4685;177
Îìåãà;;;Desktop;Networks;text;none;Retargeting;666030;330;7913,398831;4
Îìåãà;;;Desktop;Search;text;Brand;Phrase;61158;30228;636980,111;1334
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;119008;9889;278419,9883;149
Îìåãà;;;Desktop;Search;text;Other;Phrase;225364;25788;892122,3901;449
Îìåãà;;;Mobile;Networks;text;none;Phrase;18430672;68403;667334,8799;170
Îìåãà;;;Mobile;Networks;text;none;Retargeting;212976;959;14577,01759;5
Îìåãà;;;Mobile;Search;text;Brand;Phrase;83362;41530;435734,557;1122
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;239142;24061;418714,2356;194
Îìåãà;;;Mobile;Search;text;Other;Phrase;314501;37428;881410,7323;364
Îìåãà;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Îìåãà;;;Desktop;Networks;text;none;Retargeting;0;0;0;0
Îìåãà;;;Desktop;Search;text;Brand;Phrase;9722;5431;127450,8592;199
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;4;1;42,33320339;2
Îìåãà;;;Desktop;Search;text;Other;Phrase;244;108;3363,04411;2
Îìåãà;;;Mobile;Networks;text;none;Phrase;0;0;0;1
Îìåãà;;;Mobile;Search;text;Brand;Phrase;14587;6972;101661,5023;233
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;9;2;67,13580508;2
Îìåãà;;;Mobile;Search;text;Other;Phrase;193;96;2307,486483;5
Îìåãà;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Îìåãà;;;Desktop;Search;text;Brand;Phrase;4943;2771;68966,37803;388
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;24193;1210;107747,5411;64
Îìåãà;;;Desktop;Search;text;Other;Phrase;98418;7118;605800,4344;405
Îìåãà;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Îìåãà;;;Mobile;Search;text;Brand;Phrase;5333;2862;43356,579;249
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;24697;843;57720,61388;20
Îìåãà;;;Mobile;Search;text;Other;Phrase;102326;4710;277739,771;227
Îìåãà;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Îìåãà;;;Desktop;Search;text;Brand;Phrase;404943;107524;1884824,731;23352
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;28241;2388;164579,9836;232
Îìåãà;;;Desktop;Search;text;Other;Phrase;351047;48394;2755996,481;3880
Îìåãà;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Îìåãà;;;Mobile;Search;text;Brand;Phrase;537407;122324;646377,8952;8241
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;42303;3654;185636,8541;143
Îìåãà;;;Mobile;Search;text;Other;Phrase;470006;54361;2096749,983;1562
Îìåãà;;;Desktop;Search;text;Brand;Phrase;1379;455;59444,34064;0
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;4118;319;21841,00843;0
Îìåãà;;;Desktop;Search;text;Other;Phrase;14762;1374;112984,2657;0
Îìåãà;;;Mobile;Search;text;Brand;Phrase;993;385;35057,26632;0
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;3531;197;14599,09088;0
Îìåãà;;;Mobile;Search;text;Other;Phrase;9406;977;83719,37471;0
Îìåãà;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Îìåãà;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Îìåãà;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Îìåãà;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Îìåãà;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Îìåãà;;;Desktop;Networks;image_ad;none;Phrase;916;0;0;0
Îìåãà;;;Mobile;Networks;image_ad;none;Phrase;169;1;0,650694915;0
Îìåãà;;;Desktop;Networks;image_ad;none;Phrase;0;0;0;0
Îìåãà;;;Desktop;Networks;image_ad;none;Phrase;3064883;5282;160830,0895;243
Îìåãà;;;Mobile;Networks;image_ad;none;Phrase;2050002;22851;248621,513;210
Îìåãà;;;Desktop;Search;text;Brand;Phrase;8705;4551;197310,1927;195
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;57595;2126;123934,6296;34
Îìåãà;;;Desktop;Search;text;Other;Phrase;166997;7205;399760,3286;72
Îìåãà;;;Mobile;Search;text;Brand;Phrase;10707;5415;90629,92797;76
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;77010;2194;108106,6941;11
Îìåãà;;;Mobile;Search;text;Other;Phrase;162552;4604;207629,2951;11
Îìåãà;;;Desktop;Networks;text;none;Phrase;68617539;29876;494051,9183;194
Îìåãà;;;Desktop;Networks;text;none;Retargeting;520213;289;5318,924695;7
Îìåãà;;;Desktop;Search;text;Brand;Phrase;67665;32355;748660,3115;1406
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;124085;9965;301417,993;194
Îìåãà;;;Desktop;Search;text;Other;Phrase;290323;29780;1083275,93;567
Îìåãà;;;Mobile;Networks;text;none;Phrase;12260676;45305;470518,3133;167
Îìåãà;;;Mobile;Networks;text;none;Retargeting;236652;1386;17058,07963;10
Îìåãà;;;Mobile;Search;text;Brand;Phrase;91256;45427;496321,701;1283
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;247868;23221;454396,7207;197
Îìåãà;;;Mobile;Search;text;Other;Phrase;354649;47273;1088292,983;527
Îìåãà;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Îìåãà;;;Desktop;Networks;text;none;Retargeting;0;0;0;0
Îìåãà;;;Desktop;Search;text;Brand;Phrase;10424;5550;143632,5068;319
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;4;0;0;0
Îìåãà;;;Desktop;Search;text;Other;Phrase;224;89;2901,170746;2
Îìåãà;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Îìåãà;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Îìåãà;;;Mobile;Search;text;Brand;Phrase;15658;7381;120042,1365;313
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;3;0;0;1
Îìåãà;;;Mobile;Search;text;Other;Phrase;247;110;2367,593771;6
Îìåãà;;;Desktop;Networks;text;none;Retargeting;0;0;0;0
Îìåãà;;;Desktop;Search;text;Brand;Phrase;4696;2389;72271,79186;317
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;28446;1336;110332,803;57
Îìåãà;;;Desktop;Search;text;Other;Phrase;189987;11095;880384,564;632
Îìåãà;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Îìåãà;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Îìåãà;;;Mobile;Search;text;Brand;Phrase;4624;2450;41220,58803;229
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;29303;962;64384,16842;49
Îìåãà;;;Mobile;Search;text;Other;Phrase;185393;8089;489916,9819;410
Îìåãà;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Îìåãà;;;Desktop;Search;text;Brand;Phrase;406913;90378;1937549,974;18868
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;9388;829;52557,57676;107
Îìåãà;;;Desktop;Search;text;Other;Phrase;110257;15540;850113,4698;1791
Îìåãà;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Îìåãà;;;Mobile;Search;text;Brand;Phrase;510268;133546;1198323,539;9192
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;15391;1255;70506,78539;74
Îìåãà;;;Mobile;Search;text;Other;Phrase;154591;17965;757615,7413;789
Îìåãà;;;Desktop;Search;text;Brand;Phrase;1915;405;70593,28998;0
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;4080;290;20645,41858;0
Îìåãà;;;Desktop;Search;text;Other;Phrase;10897;1049;87589,11778;0
Îìåãà;;;Mobile;Search;text;Brand;Phrase;1051;330;41471,78669;0
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;4051;251;19111,89686;0
Îìåãà;;;Mobile;Search;text;Other;Phrase;8704;852;75332,85641;0
Îìåãà;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Îìåãà;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Îìåãà;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Îìåãà;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Îìåãà;;;Desktop;Networks;image_ad;none;Phrase;0;0;0;34
Îìåãà;;;Mobile;Networks;image_ad;none;Phrase;0;0;0;40
Îìåãà;;;Desktop;Search;mcbanner;Other;Phrase;0;0;0;0
Îìåãà;;;Desktop;Search;mcbanner;Brand;Phrase;181;2;1670,158093;0
Îìåãà;;;Desktop;Search;mcbanner;Competitor;Phrase;1232;4;1188,487297;0
Îìåãà;;;Desktop;Search;mcbanner;Other;Phrase;2258;13;3499,756831;0
Îìåãà;;;Mobile;Search;mcbanner;Brand;Phrase;4;0;0;0
Îìåãà;;;Mobile;Search;mcbanner;Competitor;Phrase;10;0;0;0
Îìåãà;;;Mobile;Search;mcbanner;Other;Phrase;11;0;0;0
Îìåãà;;;Desktop;Search;text;Brand;Phrase;13594;6714;332959,3334;35
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;210982;5512;431981,0775;11
Îìåãà;;;Desktop;Search;text;Other;Phrase;807714;14323;862322,229;16
Îìåãà;;;Mobile;Search;text;Brand;Phrase;17164;8726;153073,4458;14
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;259694;5434;330095,2324;4
Îìåãà;;;Mobile;Search;text;Other;Phrase;873931;9638;500482,491;4
Îìåãà;;;Desktop;Networks;text;none;Phrase;36051538;21881;402656,2417;215
Îìåãà;;;Desktop;Networks;text;none;Retargeting;535727;354;6070,374839;0
Îìåãà;;;Desktop;Search;text;Brand;Phrase;73545;36400;1024484,576;1613
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;121929;8638;244768,2763;144
Îìåãà;;;Desktop;Search;text;Other;Phrase;170384;15224;633076,6028;408
Îìåãà;;;Mobile;Networks;text;none;Phrase;6213415;28503;320605,3606;149
Îìåãà;;;Mobile;Networks;text;none;Retargeting;310504;1894;19696,72691;6
Îìåãà;;;Mobile;Search;text;Brand;Phrase;101651;51887;717287,6102;1396
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;268198;21568;419544,5592;198
Îìåãà;;;Mobile;Search;text;Other;Phrase;254049;30354;778274,6892;334
Îìåãà;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Îìåãà;;;Desktop;Networks;text;none;Retargeting;0;0;0;0
Îìåãà;;;Desktop;Search;text;Brand;Phrase;14022;7842;271546,391;399
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;4;0;0;0
Îìåãà;;;Desktop;Search;text;Other;Phrase;361;138;6270,825051;1
Îìåãà;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Îìåãà;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Îìåãà;;;Mobile;Search;text;Brand;Phrase;20820;9656;180940,0722;306
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;10;1;69,65870339;0
Îìåãà;;;Mobile;Search;text;Other;Phrase;400;151;3982,31911;4
Îìåãà;;;Desktop;Search;text;Brand;Phrase;5641;2943;123521,6863;407
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;42875;2088;168843,3721;144
Îìåãà;;;Desktop;Search;text;Other;Phrase;259389;16897;1388262,17;1098
Îìåãà;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Îìåãà;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Îìåãà;;;Mobile;Search;text;Brand;Phrase;6864;3486;65403,78353;372
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;44374;2096;122519,0889;119
Îìåãà;;;Mobile;Search;text;Other;Phrase;300068;13640;781960,0735;703
Îìåãà;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Îìåãà;;;Desktop;Search;text;Brand;Phrase;267332;43268;815035,8505;11006
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;2182;120;4163,375415;21
Îìåãà;;;Desktop;Search;text;Other;Phrase;7577;723;18246,3838;459
Îìåãà;;;Mobile;Search;text;Brand;Phrase;350916;91519;783549,1062;8375
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;5097;243;8320,234678;15
Îìåãà;;;Mobile;Search;text;Other;Phrase;14039;1274;26443,32102;241
Îìåãà;;;Desktop;Search;text;Brand;Phrase;1186;401;62810,89612;0
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;4175;305;25777,31891;0
Îìåãà;;;Desktop;Search;text;Other;Phrase;9641;1065;100583,6168;0
Îìåãà;;;Mobile;Search;text;Brand;Phrase;1621;453;46860,60918;0
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;6508;406;30461,97966;0
Îìåãà;;;Mobile;Search;text;Other;Phrase;10834;1037;97536,53431;0
Îìåãà;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Îìåãà;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Îìåãà;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Îìåãà;;;Desktop;Networks;image_ad;none;Phrase;0;0;0;0
Îìåãà;;;Mobile;Networks;image_ad;none;Phrase;0;0;0;0
Îìåãà;;;Mobile;Networks;image_ad;none;Retargeting;0;0;0;0
Îìåãà;;;Desktop;Networks;image_ad;none;Phrase;0;0;0;26
Îìåãà;;;Mobile;Networks;image_ad;none;Phrase;0;0;0;19
Îìåãà;;;Desktop;Search;mcbanner;Brand;Phrase;740;6;3070,660602;0
Îìåãà;;;Desktop;Search;mcbanner;Competitor;Phrase;5344;34;9239,821322;0
Îìåãà;;;Desktop;Search;mcbanner;Other;Phrase;8490;48;12659,88155;0
Îìåãà;;;Mobile;Search;mcbanner;Brand;Phrase;4;0;0;0
Îìåãà;;;Mobile;Search;mcbanner;Competitor;Phrase;25;0;0;0
Îìåãà;;;Mobile;Search;mcbanner;Other;Phrase;58;0;0;0
Îìåãà;;;Desktop;Networks;text;none;Phrase;45628;51;2335,478517;0
Îìåãà;;;Desktop;Search;text;Brand;Phrase;11858;6564;300687,4118;0
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;35940;1777;95694,91805;0
Îìåãà;;;Desktop;Search;text;Other;Phrase;48629;4506;242440,0914;0
Îìåãà;;;Mobile;Networks;text;none;Phrase;8370;45;915,6568983;0
Îìåãà;;;Mobile;Search;text;Brand;Phrase;15602;8274;128437,3333;0
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;53264;1698;76712,88867;0
Îìåãà;;;Mobile;Search;text;Other;Phrase;56804;3698;153111,0295;0
Îìåãà;;;Desktop;Networks;text;none;Phrase;14307728;9852;167140,9846;99
Îìåãà;;;Desktop;Networks;text;none;Retargeting;54166;31;318,8316102;1
Îìåãà;;;Desktop;Search;text;Brand;Phrase;71715;35782;1131588,858;1587
Îìåãà;;;Desktop;Search;text;Competitor;Phrase;70299;4926;145990,3816;121
Îìåãà;;;Desktop;Search;text;Other;Phrase;97195;9017;370926,168;350
Îìåãà;;;Mobile;Networks;text;none;Phrase;2690914;12984;137613,3133;85
Îìåãà;;;Mobile;Networks;text;none;Retargeting;94495;601;3913,144068;7
Îìåãà;;;Mobile;Search;text;Brand;Phrase;102043;52510;654985,7019;1542
Îìåãà;;;Mobile;Search;text;Competitor;Phrase;160554;13336;271706,0191;144
Îìåãà;;;Mobile;Search;text;Other;Phrase;143725;15511;442100,1039;276
Îìåãà;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Îìåãà;;;Desktop;Networks;text;none;Retargeting;0;0;0;0
Îìåãà;;;Desktop;Search;text;Brand;Phrase;14783;8310;233162,6062;501
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;9;0;0;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;346;151;6870,852305;8
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;22114;11277;196302,4279;431
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;2;0;0;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;492;172;4494,387254;3
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;8606;4651;138096,6272;713
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;24426;1451;104992,553;122
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;136066;12164;762586,4412;1020
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;11313;6522;98595,60292;679
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;25478;1743;86593,18238;107
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;167792;11692;519786,1132;717
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;294045;47814;813179,384;11801
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;14884;1300;71995,78693;176
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;177080;28869;1158462,917;2584
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;456225;123841;864489,9316;11461
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;33508;3261;193529,6605;141
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;318040;48275;1747652,076;1564
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;785;350;43066,51241;0
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;3393;250;19246,30414;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;8114;910;87019,71219;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;1078;304;25389,31345;0
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;4327;254;19521,23662;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;9096;937;86254,48464;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Networks;image_ad;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;image_ad;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;image_ad;none;Phrase;0;0;0;8
Ïñèëîí;;;Mobile;Networks;image_ad;none;Phrase;0;0;0;35
Ïñèëîí;;;Desktop;Search;mcbanner;Brand;Phrase;3036;4;700,2973983;1
Ïñèëîí;;;Desktop;Search;mcbanner;Other;Phrase;93;0;0;0
Ïñèëîí;;;Mobile;Search;mcbanner;Brand;Phrase;28;0;0;0
Ïñèëîí;;;Mobile;Search;mcbanner;Other;Phrase;3;0;0;0
Ïñèëîí;;;Desktop;Search;mcbanner;Brand;Phrase;819;4;2845,145314;0
Ïñèëîí;;;Desktop;Search;mcbanner;Competitor;Phrase;5307;28;7196,850254;0
Ïñèëîí;;;Desktop;Search;mcbanner;Other;Phrase;9819;37;7801,767051;0
Ïñèëîí;;;Mobile;Search;mcbanner;Brand;Phrase;5;0;0;0
Ïñèëîí;;;Mobile;Search;mcbanner;Competitor;Phrase;29;0;0;0
Ïñèëîí;;;Mobile;Search;mcbanner;Other;Phrase;70;0;0;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;10523;5672;237418,8187;27
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;13997;577;22892,25481;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;18452;1724;73461,88551;1
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;14362;7528;103990,4036;12
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;22481;665;20010,75333;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;22504;1418;47640,72625;0
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;26383006;21292;364628,2439;161
Ïñèëîí;;;Desktop;Networks;text;none;Retargeting;413768;410;5791,730263;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;62041;28380;1028302,769;1373
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;104684;6436;209827,8598;127
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;191717;17911;693530,9932;399
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;10733819;51286;572262,2825;164
Ïñèëîí;;;Mobile;Networks;text;none;Retargeting;645538;3008;27218,75255;14
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;97803;43684;569403,9631;1190
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;255744;16637;406331,6452;151
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;319035;31822;839604,9365;379
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;10864;5889;162985,0176;314
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;3;3;169,4061102;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;255;118;5532,568449;4
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;18347;9054;153285,1737;336
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;5;2;51,96691525;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;340;131;3326,082127;0
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;6552;3460;117035,1859;554
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;2415;66;4152,511729;7
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;19760;2918;132632,1991;281
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;8549;4815;90078,70485;540
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;2991;177;10424,99161;12
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;32290;3580;128668,705;211
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;424378;82710;1432891,054;17767
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;14412;1348;79362,45572;151
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;158347;26200;998830,3526;2489
